Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1708908118226,2499.01611328125,1933.3333333333333,0,1.34375,41414.31253051758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6293078016,0
101,1708908118227,1822.3338775634766,4350,0,1.3375,41414.449935913086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6333153280,0
109,1708908118328,2499.4300689697266,1933.3333333333333,0,1.29375,41416.780212402344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6345621504,0
108,1708908118438,2499.489456176758,4350,0,1.34375,41418.12191772461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6550228992,0
110,1708908118546,1823.4418487548828,4350,0,1.3,41419.941497802734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6571970560,0
109,1708908118657,2499.7718353271484,1933.3333333333333,0,1.31875,41421.42224121094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6361997312,0
109,1708908118767,2499.8218688964844,4350,0,1.3375,41423.045669555664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6498979840,0
109,1708908118877,2499.983108520508,4350,0,1.33125,41424.88488769531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6346117120,0
109,1708908118987,2500.1819610595703,4350,0,1.3,41426.31092834473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6471299072,0
109,1708908119096,2500.470657348633,4350,0,1.3125,41428.93392944336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6346657792,0
110,1708908119206,2500.7095794677734,1933.3333333333333,0,1.2875,41431.25314331055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6343692288,0
110,1708908119316,2500.766647338867,1933.3333333333333,0,1.3,41432.713134765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6555443200,0
108,1708908119427,2500.95654296875,4350,0,1.30625,41434.70707702637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6350168064,0
110,1708908119536,2501.027862548828,4350,0,1.26875,41436.57518005371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6350520320,0
110,1708908119647,2501.0923767089844,1933.3333333333333,0,1.325,41437.90478515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6517825536,0
107,1708908119758,1657.6729431152344,4350,0,1.31875,41439.557540893555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6550016000,0
109,1708908119865,1825.7935943603516,1933.3333333333333,0,1.325,41441.79490661621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6357200896,0
110,1708908119975,1658.0321960449219,1933.3333333333333,0,1.325,41443.90002441406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6539096064,0
109,1708908120086,2087.995834350586,1933.3333333333333,0,1.35,41445.93325805664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6811992064,0
109,1708908120196,2502.0772399902344,4350,0,1.35,41448.84028625488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6670835712,0
108,1708908120305,2502.211898803711,1650,2,1.26875,41450.47216796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757437440,0
108,1708908120414,2502.327865600586,4350,0,1.26875,41451.77960205078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758486016,0
108,1708908120523,1827.0257720947266,1800,1,1.05625,41452.809814453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757818368,0
104,1708908120632,2502.509475708008,4350,0,1.28125,41453.918395996094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757580800,0
106,1708908120737,2502.6660919189453,3625,0,1.01875,41454.868576049805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757466112,0
100,1708908120844,2502.7699127197266,3600,0,1.05625,41455.8762512207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757130240,0
104,1708908120946,2502.8895721435547,4350,0,1.2625,41457.072326660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757482496,0
102,1708908121050,2502.9561614990234,4100,0,1.08125,41457.75941467285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757548032,0
102,1708908121153,2503.048080444336,4350,0,1.2875,41458.79959106445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6753910784,0
101,1708908121256,2503.116714477539,3600,0,1.0437500000000002,41459.44807434082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6755442688,0
110,1708908121357,2503.172653198242,3600,0,1.0375,41460.16914367676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758035456,0
101,1708908121468,2503.2660217285156,4025,0,1.0437500000000002,41461.26811218262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6760124416,0
111,1708908121569,2503.3341217041016,4250,0,1.16875,41461.85243225098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6759653376,0
105,1708908121681,1827.5760192871094,4350,0,1.3,41462.84745788574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6759469056,0
106,1708908121788,2503.4788360595703,3600,0,1.03125,41463.4289855957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6762127360,0
108,1708908121894,2089.183639526367,3600,0,1.01875,41464.22325134277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6761639936,0
111,1708908122003,2503.632293701172,4350,0,1.18125,41465.18608093262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6761226240,0
110,1708908122114,2503.6932678222656,3600,0,1.01875,41465.844009399414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6760796160,0
102,1708908122226,2503.771469116211,4350,0,1.28125,41466.78207397461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6759489536,0
106,1708908122329,2503.826629638672,3600,0,1.03125,41467.443756103516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758813696,0
107,1708908122435,1638.2864990234375,1780,1,1.05,41468.10649108887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758744064,0
106,1708908122543,2089.452865600586,4350,0,1.2625,41468.989486694336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758268928,0
110,1708908122650,2503.9879608154297,3600,0,1.0125000000000002,41469.570220947266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757797888,0
103,1708908122762,2504.0751953125,4350,0,1.28125,41470.52500915527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757408768,0
110,1708908122865,1659.5399475097656,3600,0,1.03125,41471.23693847656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6756896768,0
109,1708908122976,2089.5924377441406,3600,0,1.01875,41471.9296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6756581376,0
101,1708908123086,2504.2630310058594,3650,0,1.05,41472.88249206543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6761545728,0
102,1708908123188,2089.681655883789,3600,0,1.05,41473.59632873535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6761304064,0
104,1708908123291,2669.463577270508,4350,0,1.26875,41474.55627441406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6760849408,0
105,1708908123396,2504.474151611328,4350,0,1.30625,41475.37828063965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6760386560,0
103,1708908123503,2504.5530395507813,3600,0,1.05625,41476.31237792969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6760079360,0
101,1708908123606,1841.1390991210938,1933.3333333333333,0,1.3,41477.569244384766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6759690240,0
104,1708908123708,1828.345703125,3600,0,1.03125,41478.39680480957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6759362560,0
101,1708908123813,2504.8724212646484,4350,0,1.325,41479.99026489258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758465536,0
104,1708908123915,2504.9435119628906,3600,0,1.05,41480.909927368164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758526976,0
102,1708908124019,1828.6019744873047,4350,0,1.28125,41482.28092956543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6758055936,0
105,1708908124123,2670.3172454833984,1933.3333333333333,0,1.3,41483.68472290039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6757474304,0
100,1708908124229,2505.2798767089844,4350,0,1.2625,41484.84233093262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6764945408,0
107,1708908124330,1660.5214538574219,3975,0,1.05,41485.88508605957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6774435840,0
114,1708908124438,2090.764694213867,1937.5,0,1.05,41488.16700744629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6775119872,0
105,1708908124553,2505.9491119384766,4350,0,1.275,41490.16355895996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6774665216,0
104,1708908124659,2091.0409393310547,1822.2222222222222,0,1.08125,41491.53520202637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6774636544,0
103,1708908124764,2091.093795776367,4350,0,1.30625,41492.348403930664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6774214656,0
115,1708908124868,1829.3456115722656,4350,0,1.29375,41493.32817077637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773694464,0
100,1708908124984,2506.3853149414063,3600,0,1.025,41495.162017822266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6769709056,0
101,1708908125084,2506.4982299804688,4350,0,1.2875,41496.19239807129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6769299456,0
109,1708908125186,2506.6507720947266,3950,0,1.1125,41497.720138549805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6769217536,0
104,1708908125295,1829.822021484375,4350,0,1.30625,41499.11293029785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6768836608,0
103,1708908125400,2091.6895751953125,4350,0,1.325,41500.361389160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6768386048,0
109,1708908125503,2506.9918670654297,3600,0,1.0375,41501.65998840332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773374976,0
109,1708908125613,2507.1053466796875,4350,0,1.29375,41502.86340332031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6772953088,0
105,1708908125723,2507.238327026367,3600,0,1.05625,41504.469665527344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773006336,0
108,1708908125828,1662.121826171875,4350,0,1.3125,41505.78742980957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6772613120,0
109,1708908125937,2092.1524810791016,4350,0,1.33125,41507.080139160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6771486720,0
108,1708908126047,2507.593063354492,3600,0,1.01875,41508.63293457031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6771089408,0
104,1708908126155,2092.3653411865234,1933.3333333333333,0,1.2375,41509.854263305664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6770806784,0
105,1708908126260,1830.6857299804688,4350,0,1.2375,41511.61979675293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6770769920,0
112,1708908126366,2507.949905395508,4350,0,1.2875,41512.672103881836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6770393088,0
110,1708908126479,2092.687545776367,1933.3333333333333,0,1.35,41514.1661529541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6770241536,0
107,1708908126589,2508.186019897461,3600,0,1.05625,41515.450134277344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6769819648,0
106,1708908126696,2508.277374267578,3600,0,1.01875,41516.49784851074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6769491968,0
103,1708908126803,2092.9921875,4350,0,1.3375,41518.41435241699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773882880,0
109,1708908126907,1844.3628540039063,3600,0,1.0375,41519.338623046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773809152,0
111,1708908127017,1831.3392791748047,1933.3333333333333,0,1.33125,41520.90850830078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773370880,0
111,1708908127129,1831.4461822509766,3575,0,1.05,41522.35054016113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6772998144,0
106,1708908127241,2093.458770751953,1600,2,1.0375,41523.37092590332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6773067776,0
106,1708908127347,1831.6714935302734,4350,0,1.30625,41525.371185302734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6772670464,0
101,1708908127455,2093.7642974853516,3600,0,1.03125,41526.201232910156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,16455806976,7068995584,6771621888,0
